list,part,item_id,cond_id,type,type_id,target_gender,gender_match,orig_item_number,case,animacy,word_nr,word,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,go_past_time,FPFix,FPReg
3,adjectives,4,d,stim_adj,1,M,Mis,0,0,Inanim,0,У,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,4,d,stim_adj,1,M,Mis,0,0,Inanim,1,бабушки,нет,нет,1.0,430.0,430.0,430.0,430.0,430.0,1.0,0.0
3,adjectives,4,d,stim_adj,1,M,Mis,0,0,Inanim,2,старая,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,4,d,stim_adj,1,M,Mis,0,0,Inanim,3,пылесос,нет,нет,1.0,233.0,233.0,233.0,233.0,233.0,1.0,0.0
3,adjectives,4,d,stim_adj,1,M,Mis,0,0,Inanim,4,уже,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,4,d,stim_adj,1,M,Mis,0,0,Inanim,5,год,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,4,d,stim_adj,1,M,Mis,0,0,Inanim,6,плохо,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,4,d,stim_adj,1,M,Mis,0,0,Inanim,7,работает.,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,5,a,stim_adj,1,M,Match,0,0,Inanim,0,На,нет,нет,1.0,168.0,168.0,168.0,168.0,168.0,1.0,0.0
3,adjectives,5,a,stim_adj,1,M,Match,0,0,Inanim,1,стене,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,5,a,stim_adj,1,M,Match,0,0,Inanim,2,рваный,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,5,a,stim_adj,1,M,Match,0,0,Inanim,3,плакат,нет,нет,1.0,186.0,186.0,186.0,186.0,186.0,1.0,0.0
3,adjectives,5,a,stim_adj,1,M,Match,0,0,Inanim,4,давно,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,5,a,stim_adj,1,M,Match,0,0,Inanim,5,еле-еле,нет,нет,1.0,184.0,184.0,184.0,184.0,184.0,1.0,0.0
3,adjectives,5,a,stim_adj,1,M,Match,0,0,Inanim,6,держится.,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,6,b,stim_adj,1,F,Mis,0,0,Inanim,0,В,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,6,b,stim_adj,1,F,Mis,0,0,Inanim,1,комнате,нет,нет,1.0,284.0,584.0,284.0,584.0,584.0,1.0,0.0
3,adjectives,6,b,stim_adj,1,F,Mis,0,0,Inanim,2,странный,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,6,b,stim_adj,1,F,Mis,0,0,Inanim,3,сумка,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,6,b,stim_adj,1,F,Mis,0,0,Inanim,4,в,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,6,b,stim_adj,1,F,Mis,0,0,Inanim,5,углу,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,6,b,stim_adj,1,F,Mis,0,0,Inanim,6,привлекает,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,6,b,stim_adj,1,F,Mis,0,0,Inanim,7,внимание.,нет,нет,1.0,182.0,182.0,182.0,182.0,182.0,1.0,0.0
3,adjectives,7,c,stim_adj,1,F,Match,0,0,Inanim,0,В,Да,Да,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,7,c,stim_adj,1,F,Match,0,0,Inanim,1,холодильнике,Да,Да,1.0,352.0,352.0,352.0,352.0,352.0,1.0,0.0
3,adjectives,7,c,stim_adj,1,F,Match,0,0,Inanim,2,готовая,Да,Да,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,7,c,stim_adj,1,F,Match,0,0,Inanim,3,колбаса,Да,Да,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,7,c,stim_adj,1,F,Match,0,0,Inanim,4,из,Да,Да,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,7,c,stim_adj,1,F,Match,0,0,Inanim,5,Испании,Да,Да,1.0,235.0,235.0,235.0,235.0,235.0,1.0,0.0
3,adjectives,7,c,stim_adj,1,F,Match,0,0,Inanim,6,или,Да,Да,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,7,c,stim_adj,1,F,Match,0,0,Inanim,7,из,Да,Да,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,7,c,stim_adj,1,F,Match,0,0,Inanim,8,Италии.,Да,Да,1.0,184.0,184.0,184.0,184.0,184.0,1.0,0.0
3,adjectives,9,a,stim_adj,1,M,Match,0,0,Inanim,0,На,да,да,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,9,a,stim_adj,1,M,Match,0,0,Inanim,1,реке,да,да,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,9,a,stim_adj,1,M,Match,0,0,Inanim,2,ржавый,да,да,1.0,303.0,303.0,303.0,303.0,303.0,1.0,0.0
3,adjectives,9,a,stim_adj,1,M,Match,0,0,Inanim,3,катер,да,да,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,9,a,stim_adj,1,M,Match,0,0,Inanim,4,вечером,да,да,1.0,181.0,181.0,181.0,181.0,181.0,1.0,0.0
3,adjectives,9,a,stim_adj,1,M,Match,0,0,Inanim,5,сильно,да,да,1.0,236.0,236.0,236.0,236.0,236.0,1.0,0.0
3,adjectives,9,a,stim_adj,1,M,Match,0,0,Inanim,6,тарахтит.,да,да,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,14,b,stim_adj,1,F,Mis,0,0,Inanim,0,В,да,да,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,14,b,stim_adj,1,F,Mis,0,0,Inanim,1,саду,да,да,1.0,232.0,232.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,14,b,stim_adj,1,F,Mis,0,0,Inanim,2,сладкий,да,да,1.0,195.0,195.0,195.0,195.0,427.0,1.0,1.0
3,adjectives,14,b,stim_adj,1,F,Mis,0,0,Inanim,3,вишня,да,да,1.0,186.0,186.0,186.0,186.0,186.0,1.0,0.0
3,adjectives,14,b,stim_adj,1,F,Mis,0,0,Inanim,4,уже,да,да,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,14,b,stim_adj,1,F,Mis,0,0,Inanim,5,скоро,да,да,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,14,b,stim_adj,1,F,Mis,0,0,Inanim,6,созреет.,да,да,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,16,d,stim_adj,1,M,Mis,0,0,Inanim,0,На,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,16,d,stim_adj,1,M,Mis,0,0,Inanim,1,дороге,нет,нет,1.0,246.0,246.0,246.0,246.0,246.0,1.0,0.0
3,adjectives,16,d,stim_adj,1,M,Mis,0,0,Inanim,2,грязная,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,16,d,stim_adj,1,M,Mis,0,0,Inanim,3,трактор,нет,нет,1.0,185.0,185.0,185.0,185.0,185.0,1.0,0.0
3,adjectives,16,d,stim_adj,1,M,Mis,0,0,Inanim,4,никак,нет,нет,1.0,189.0,189.0,189.0,189.0,189.0,1.0,0.0
3,adjectives,16,d,stim_adj,1,M,Mis,0,0,Inanim,5,не,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,16,d,stim_adj,1,M,Mis,0,0,Inanim,6,может,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,16,d,stim_adj,1,M,Mis,0,0,Inanim,7,завестись.,нет,нет,1.0,249.0,249.0,249.0,249.0,249.0,1.0,0.0
3,adjectives,18,b,stim_adj,1,F,Mis,0,0,Inanim,0,В,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,18,b,stim_adj,1,F,Mis,0,0,Inanim,1,шкафу,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,18,b,stim_adj,1,F,Mis,0,0,Inanim,2,дорогой,нет,нет,1.0,278.0,278.0,278.0,278.0,278.0,1.0,0.0
3,adjectives,18,b,stim_adj,1,F,Mis,0,0,Inanim,3,посуда,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,18,b,stim_adj,1,F,Mis,0,0,Inanim,4,уже,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,18,b,stim_adj,1,F,Mis,0,0,Inanim,5,давно,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,18,b,stim_adj,1,F,Mis,0,0,Inanim,6,пылится,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,18,b,stim_adj,1,F,Mis,0,0,Inanim,7,без,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,adjectives,18,b,stim_adj,1,F,Mis,0,0,Inanim,8,дела.,нет,нет,1.0,314.0,314.0,314.0,314.0,314.0,1.0,0.0
3,verbs,20,d,stim_verb,2,M,Mis,0,0,Inanim,0,На,нет,нет,1.0,306.0,306.0,306.0,306.0,306.0,1.0,0.0
3,verbs,20,d,stim_verb,2,M,Mis,0,0,Inanim,1,кухне,нет,нет,1.0,174.0,174.0,174.0,174.0,174.0,1.0,0.0
3,verbs,20,d,stim_verb,2,M,Mis,0,0,Inanim,2,стоялa,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,verbs,20,d,stim_verb,2,M,Mis,0,0,Inanim,3,пылесос,нет,нет,1.0,415.0,415.0,415.0,415.0,415.0,1.0,0.0
3,verbs,20,d,stim_verb,2,M,Mis,0,0,Inanim,4,китайского,нет,нет,1.0,178.0,178.0,178.0,178.0,178.0,1.0,0.0
3,verbs,20,d,stim_verb,2,M,Mis,0,0,Inanim,5,или,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,verbs,20,d,stim_verb,2,M,Mis,0,0,Inanim,6,корейского,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,verbs,20,d,stim_verb,2,M,Mis,0,0,Inanim,7,производства.,нет,нет,1.0,417.0,417.0,417.0,417.0,417.0,1.0,0.0
3,verbs,21,a,stim_verb,2,M,Match,0,0,Inanim,0,На,нет,нет,1.0,301.0,301.0,301.0,301.0,301.0,1.0,0.0
3,verbs,21,a,stim_verb,2,M,Match,0,0,Inanim,1,стене,нет,нет,1.0,188.0,188.0,188.0,188.0,188.0,1.0,0.0
3,verbs,21,a,stim_verb,2,M,Match,0,0,Inanim,2,висел,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,verbs,21,a,stim_verb,2,M,Match,0,0,Inanim,3,плакат,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,verbs,21,a,stim_verb,2,M,Match,0,0,Inanim,4,с,нет,нет,1.0,181.0,181.0,181.0,181.0,181.0,1.0,0.0
3,verbs,21,a,stim_verb,2,M,Match,0,0,Inanim,5,изображением,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,verbs,21,a,stim_verb,2,M,Match,0,0,Inanim,6,группы,нет,нет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,verbs,21,a,stim_verb,2,M,Match,0,0,Inanim,7,Нирвана.,нет,нет,1.0,428.0,428.0,428.0,428.0,428.0,1.0,0.0
3,verbs,22,b,stim_verb,2,F,Mis,0,0,Inanim,0,При,,%2c#,99.0,282.0,282.0,282.0,282.0,282.0,1.0,0.0
3,verbs,22,b,stim_verb,2,F,Mis,0,0,Inanim,1,входе,,%2c#,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,verbs,22,b,stim_verb,2,F,Mis,0,0,Inanim,2,лежал,,%2c#,99.0,184.0,184.0,184.0,184.0,184.0,1.0,0.0
3,verbs,22,b,stim_verb,2,F,Mis,0,0,Inanim,3,сумка,,%2c#,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,verbs,22,b,stim_verb,2,F,Mis,0,0,Inanim,4,с,,%2c#,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
